ID	genus	infragenericEpithet	specificEpithet	infraspecificEpithet	authorship	remarks
Trochosphaera-solstitialis	Trochosphaera		solstitialis		Thorpe 1893	Journal of the Royal Microscopical Society, 13: p.147, pl.2, fig.2; no deposited types known [valid as Trochosphaera solstitialis; name declinable]
Cephalodella-songkhlaensis	Cephalodella		songkhlaensis		Segers & Pholpunthin 1997	Annales de Limnologie. International Journal of Limnology, 33: p.17, figs.7-15; holotype: RBINS RIR0067-IG28334 [valid as Cephalodella songkhlaensis; name declinable]
Macrotrachela-sonorensis	Macrotrachela		sonorensis		Örstan 1995	The Southwestern Naturalist, 40: p.255, fig.1; no deposited types known [valid as Macrotrachela sonorensis; name declinable]
Callidina-sordida	Callidina		sordida		Western 1893	Journal of the Quekett Microscopical Club, (ser. 2) 5: p.159, pl.9, fig.1; no deposited types known [valid as Rotaria sordida; name declinable]
Proales-sordida	Proales		sordida		Gosse 1886	in Hudson, C T & P H Gosse, The Rotifera; or wheel- animalcules, both British and foreign: p.37, pl.18, fig.7; no deposited types known [valid as Proales sordida; name declinable]
Paradicranophorus-sordidus	Paradicranophorus		sordidus		Donner 1968	Anzeiger der Österreichischen Akademie der Wissenschaften, mathematisch-naturwissenschaftliche Klasse, 10: p.228, fig.2; no deposited types known [valid as Paradicranophorus sordidus; name declinable]
Encentrum-sorex	Encentrum		sorex		Wulfert 1951	Archiv für Hydrobiologie, 44: p.461, fig.10; no deposited types known [valid as Encentrum sorex; name indeclinable]
Habrotrocha-soror	Habrotrocha		soror		Donner 1950	Österreichische Zoologische Zeitschrift, 2: p.326, fig.19; no deposited types known [valid as Habrotrocha soror; name indeclinable]
Albertia-soyeri	Albertia		soyeri		Coineau & Kunst 1964	Vie et Milieu, 15: p.1007, fig.1; no deposited types known [junior subjective synonym of Albertia naidis Bousfield, 1886; name indeclinable]
Encentrum-spatiatum	Encentrum		spatiatum		Wulfert 1936	Archiv für Hydrobiologie, 30: p.410, fig.6; no deposited types known [valid as Encentrum spatiatum; name declinable]
Brachionus-spatiosus	Brachionus		spatiosus		Rousselet 1912	Journal of the Quekett Microscopical Club, (ser. 2) 11: p.373, fig.2; syntypes: NHM 1912.8.2.22, 1917.1.1.1014 (deteriorated), ZMB 5043 [valid as Brachionus spatiosus; name declinable]
Callidina-speciosa	Callidina		speciosa		Murray 1907	American Naturalist, 41: p.100, figs.8-10; no deposited types known [valid as Macrotrachela speciosa; name declinable]
Cephalodella-speciosa	Cephalodella		speciosa		Myers 1924	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 21: p.504, pl.34, fig.6; no deposited types known [valid as Cephalodella speciosa; name declinable]
Octotrocha-speciosa	Octotrocha		speciosa		Thorpe 1893	Journal of the Royal Microscopical Society, 13: p.146, pl.2, fig.1; no deposited types known [type species of genus Octotrocha Thorpe, 1893; valid as Octotrocha speciosa; name declinable]
Cathypna-spenceri	Cathypna		spenceri		Shephard 1892	The Victorian Naturalist, Melbourne, 9: p.15; no deposited types known [valid as Lecane spenceri; name indeclinable]
Habrotrocha-crenata-sphagnicola	Habrotrocha		crenata	sphagnicola	Pawłowski 1938	Annales Musei Zoologici Polonici, 13: p.139, pl.9, figs.5,6 no deposited types known [valid as Habrotrocha crenata sphagnicola; name indeclinable]
Monommata-sphagnicola	Monommata		sphagnicola		Bērziņš 1949	Arkiv för Zoologi, 42 A: p.5, figs.9-12; no deposited types known [junior subjective synonym of Monommata caudata Myers, 1930; name indeclinable]
Notommata-spicata	Notommata		spicata		Hudson 1885	Journal of the Royal Microscopical Society, 5: p.612, pl.12, fig.5; no deposited types known [junior subjective synonym of Tetrasiphon hydrocora Ehrenberg, 1840; name declinable]
Rotifer-spicatus	Rotifer		spicatus		Murray 1902	Annals of Scottish Natural History, 11: p.167, pl.3; no deposited types known [valid as Rotaria spicata; name declinable]
Habrotrocha-spicula	Habrotrocha		spicula		Bryce 1913	Journal of the Quekett Microscopical Club, (ser. 2) 12: p.89, pl.9, fig.1; no deposited types known [valid as Habrotrocha spicula; name indeclinable]
Dicranophorus-spiculatus	Dicranophorus		spiculatus		Myers 1938	American Museum Novitates, 1011: p.10, figs.23,24; syntypes: ANSP 0380, AMNH 907 [valid as Dicranophorus spiculatus; name declinable]
Floscularia-spinata	Floscularia		spinata		Hood 1893	Journal of the Quekett Microscopical Club, (ser. 2) 5: p.281, pl.12, fig.1; no deposited types known [valid as Collotheca spinata; name declinable]
Notommata-spinata	Notommata		spinata		Koste & Shiel 1991	Transactions of the Royal Society of South Australia, 115: p.150, figs.24:4,25; no deposited types known [valid as Notommata spinata; name declinable]
Distyla-spinifera	Distyla		spinifera		Western 1894	Journal of the Quekett Microscopical Club, (ser. 2) 5: p.427, pl.21, figs.1-4; no deposited types known [type species of genus Wolga Skorikov, 1903; valid as Wolga spinifera; name declinable]
Elosa-worrallii-spinifera	Elosa		worrallii	spinifera	Wiszniewski 1932	Archiwum Hydrobiologii i Rybactwa, 6: p.97, pl.4, fig.14; no deposited types known [valid as Elosa spinifera; name declinable]
Monostyla-spinifera-1924	Monostyla		spinifera		Idelson 1924	Russkij Gidrobiologicheskij Zhurnal, 3: p.224, text-fig.; no deposited types known [junior subjective synonym of Lecane monostyla (Daday, 1897); name declinable]
Monostyla-spinifera-1934	Monostyla		spinifera		Edmondson 1934	Archiv für Hydrobiologie, 26: p.469, fig.3; no deposited types known; permanently invalid: preoccupied by Monostyla spinifera Idelson, 1924, replaced by Lecane spinulifera Edmondson, 1935 [name declinable]
Notholca-spinifera	Notholca		spinifera		Gosse 1887	Journal of the Royal Microscopical Society, 7: p.4, pl.1, fig.11; no deposited types known [junior subjective synonym of Notholca bipalium (Müller, 1786); name declinable]
Mastigocerca-spinigera	Mastigocerca		spinigera		Stokes 1897	The Annals and Magazine of Natural History, (ser. 6) 19: p.631, pl.14, fig.6; no deposited types known [junior subjective synonym of Trichocerca bicuspes (Pell, 1890); name declinable]
Salpina-spinigera	Salpina		spinigera		Ehrenberg 1830	in Ehrenberg, C G, Organisation, Systematik und geographisches Verhältnis der Infusionsthierchen. Zwei Vorträge in der Akademie der Wissenschaften zu Berlin gehalten in den Jahren 1828 [Die geographische Verbreitung der Infusionsthierchen in Nord-Afrika und West-Asien, beobachtet auf Hemprich und Ehrenbergs Reisen] und 1830 [Beiträge zur Kenntnis der Organisation der Infusorien und ihrer geographischen Verbreitung, besonders in Sibirien]: p.66; no deposited types known [valid as Mytilina mucronata spinigera; name declinable]
Lecane-spiniventris	Lecane		spiniventris		Segers 1994	Hydrobiologia, 287: p.246, fig.3; holotype: BM 1993-100 [valid as Lecane spiniventris; name declinable]
Anuraea-spinosa	Anuraea		spinosa		Imhof 1883	Zoologischer Anzeiger, 6: p.470, fig.2; no deposited types known [junior subjective synonym of Kellicottia longispina (Kellicott, 1879); name declinable]
Callidina-spinosa	Callidina		spinosa		Bryce 1892	Journal of the Quekett Microscopical Club, (ser. 2) 5: p.22, pl.2, fig.3; no deposited types known [type species of genus Dissotrocha Bryce, 1910; valid as Dissotrocha spinosa; name declinable]
Megalotrocha-spinosa	Megalotrocha		spinosa		Thorpe 1893	Journal of the Royal Microscopical Society, 13: p.151, pl.3, fig.6; no deposited types known [valid as Sinantherina spinosa; name declinable]
Encentrum-spinosum	Encentrum		spinosum		Koch-Althaus 1962	Limnologica (Berlin), 1: p.67, fig.2; no deposited types known [valid as Encentrum spinosum; name declinable]
Brachionus-dorcas-spinosus	Brachionus		dorcas	spinosus	Wierzejski 1891	Bulletin de la Société Zoologique de France, 16: p.52, fig.4; no deposited types known [junior subjective synonym of Brachionus calyciflorus Pallas, 1766; name declinable]
Notops-brachionus-spinosus	Notops		brachionus	spinosus	Rousselet 1901	Journal of the Royal Microscopical Society, 21: p.241; syntype: NHM 1934.4.10.44 [valid as Epiphanes brachionus spinosa; name declinable]
Lecane-spinulifera	Lecane		spinulifera		Edmondson 1935	Transactions of the American Microscopical Society, 54: p.304; syntype: AMNH 769 [new replacement name for Lecane spinifera (Edmondson, 1934) non (Idelson, 1924); valid as Lecane spinulifera; name declinable]
Polychaetus-spinulosus	Polychaetus		spinulosus		Archer 1868	Quarterly Journal of Microscopical Science, 8: p.72; no deposited types known [junior subjective synonym of Macrochaetus collinsii (Gosse, 1867); name declinable]
Rotaria-rotatoria-spongioderma	Rotaria		rotatoria	spongioderma	Wulfert 1941	Archiv für Hydrobiologie, 38: p.205, fig.14; no deposited types known [valid as Rotaria rotatoria spongioderma; name indeclinable]
Proalinopsis-squamipes	Proalinopsis		squamipes		Hauer 1935	Verhandlungen des Naturwissenschaftlichen Vereins in Karlsruhe, 31: p.99, fig.26; no deposited types known [valid as Proalinopsis squamipes; name indeclinable]
Philodina-squamosa	Philodina		squamosa		Murray 1906	Journal of the Royal Microscopical Society, 26: p.639, pl.18, fig.2; no deposited types known [valid as Philodina squamosa; name declinable]
Brachionus-squamula	Brachionus		squamula		Müller 1786	in Müller, O F, Animalcula infusoria fluviatilia et marina, quæ detexit, systematice descripsit et ad vivum delineari curavit: p.334; no deposited types known [valid as Notholca squamula; name indeclinable]
Proalinopsis-staurus	Proalinopsis		staurus		Harring & Myers 1924	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 21: p.439, pl.20, figs.5-9; syntypes: AMNH 032 [valid as Proalinopsis staurus; name indeclinable]
Encentrum-stechlinense	Encentrum		stechlinense		Koch-Althaus 1962	Limnologica (Berlin), 1: p.69, fig.3; no deposited types known [valid as Encentrum stechlinense; name declinable]
Adineta-steineri	Adineta		steineri		Bartoš 1951	Věstník Československé společnosti zoologické, 15: p.478; no deposited types known [valid as Adineta steineri; name indeclinable]
Habrotrocha-stenochlaena	Habrotrocha		stenochlaena		De Koning 1947	Biologisch Jaarboek (Dodonaea), 14: p.189, pl.2, fig.9; no deposited types known [valid as Habrotrocha stenochlaena; name indeclinable]
Habrotrocha-stenosoma	Habrotrocha		stenosoma		Bartoš 1950	Přírodovědný sborník, 4: p.84, fig.2; no deposited types known [junior subjective synonym of Habrotrocha serpens Donner, 1949; name indeclinable]
Habrotrocha-stenostephana	Habrotrocha		stenostephana		Schulte 1954	Zoologische Jahrbücher, Abteilung für Systematik, Geographie und Biologie der Tiere, 82: p.592, fig.5; no deposited types known [valid as Habrotrocha stenostephana; name indeclinable]
Cephalodella-stenroosi	Cephalodella		stenroosi		Wulfert 1937	Archiv für Hydrobiologie, 31: p.624, fig. 32 no deposited types known [valid as Cephalodella stenroosi; name indeclinable]
Monostyla-stenroosi	Monostyla		stenroosi		Meissner 1908	Izvestija Turkestanskogo Otdjela Imperatorskogo Russkogo Geograficheskogo Obshchestva Tashkent, 4: p.22, pl.1, fig.8; no deposited types known [new replacement name for Monostyla bicornis Stenroos, 1898 non Daday, 1897; valid as Lecane stenroosi; name indeclinable]
Pterodina-stenroosi	Pterodina		stenroosi		Runnström 1909	Zoologischer Anzeiger, 34: p.278, fig.9; no deposited types known [junior subjective synonym of Testudinella truncata (Gosse, 1886); name indeclinable]
Furcularia-stentorea	Furcularia		stentorea		Bory de St. Vincent 1825	in Bory De Saint Vincent, J B G M M, Dictionnaire classique d'histoire naturelle: p.84; no deposited types known [unnecessary substitute name for Trichoda pocillum Müller, 1776; name declinable]
Oecistes-stephanion	Oecistes		stephanion		Anderson 1889	Journal of the Asiatic Society of Bengal, 58: p.347, pl.20, fig.2; no deposited types known [valid as Ptygura stephanion; name indeclinable]
Collotheca-stephanochaeta	Collotheca		stephanochaeta		Edmondson 1936	Transactions of the American Microscopical Society, 55: p.222, pl.27, figs.5,6; no deposited types known [valid as Collotheca stephanochaeta; name indeclinable]
Monostyla-stephensae	Monostyla		stephensae		Hutchinson 1931	The Annals and Magazine of Natural History, (ser. 10) 7: p.566, fig.4; holotype: no repository indicated [valid as Lecane stephensae; name indeclinable]
Furcularia-sterea	Furcularia		sterea		Gosse 1887	Journal of the Royal Microscopical Society, 7: p.864, pl.14, fig.8; no deposited types known [valid as Cephalodella sterea; name declinable]
Lecane-stichaea	Lecane		stichaea		Harring 1913	Proceedings of the United States National Museum, 46: p.397, pl.35, figs.4-6; holotype: USNM 16519 [valid as Lecane stichaea; name declinable]
Lecane-stichaeoides	Lecane		stichaeoides		Hauer 1938	Archiv für Hydrobiologie, Supplement, 15: p.523, fig.47; no deposited types known [junior subjective synonym of Lecane haliclysta Harring & Myers, 1926; name indeclinable]
Lecane-stichoclysta	Lecane		stichoclysta		Segers 1993	Hydrobiologia, 250: p.57, fig.20; holotype: RMCA 0817 [valid as Lecane stichoclysta; name indeclinable]
Anuraea-stipitata	Anuraea		stipitata		Ehrenberg 1838	in Ehrenberg, C G, Die Infusionsthierchen als vollkommene Organismen. Ein Blick in das tiefere organische Leben der Natur: p.507, pl.62, fig.11; no deposited types known [junior subjective synonym of Keratella cochlearis (Gosse, 1851); name declinable]
Notommata-stitista	Notommata		stitista		Myers 1937	American Museum Novitates, 903: p.7, figs.2,5,8; syntypes: AMNH 873 [valid as Notommata stitista; name indeclinable]
Cathypna-stokesii	Cathypna		stokesii		Pell 1890	Microscope, 10: p.144, fig.2; no deposited types known [valid as Lecane stokesii; name indeclinable]
Mniobia-storkani	Mniobia		storkani		Bartoš 1948	Folia Entomologica, 11: p.21, figs.9-11; no deposited types known [valid as Mniobia storkani; name indeclinable]
Lecane-strandi	Lecane		strandi		Bērziņš 1943	Folia Zoologica et Hydrobiologica, 12: p.234, figs.14-15; no deposited types known [junior subjective synonym of Lecane arcula Harring, 1914; name indeclinable]
Habrotrocha-strangulata	Habrotrocha		strangulata		Murray 1911	Journal of the Royal Microscopical Society, 31: p.172, pl.4, fig.6; no deposited types known [valid as Habrotrocha strangulata; name declinable]
Cephalodella-strepta	Cephalodella		strepta		Myers 1924	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 21: p.509, pl.35, fig.1; syntype: AMNH 409 (deteriorated) [junior subjective synonym of Cephalodella macrodactyla (Stenroos, 1898); name declinable]
Lepadella-latusinus-striata	Lepadella		latusinus	striata	Koste 1992	Amazoniana, 12: p.295, fig.15; no deposited types known [junior subjective synonym of Lepadella costatoides Segers, 1992; name declinable]
Philodina-striata	Philodina		striata		Rodewald 1937	Zoologischer Anzeiger, 118: p.236, fig.1; no deposited types known [valid as Philodina striata; name declinable]
Pterodina-striata	Pterodina		striata		Murray 1913	Journal of the Royal Microscopical Society, 33: p.460, pl.19, fig.4a-d; no deposited types known [valid as Testudinella striata; name declinable]
Encentrum-striatum	Encentrum		striatum		Althaus 1957	Wissenschaftliche Zeitschrift der Martin-Luther- Universität Halle-Wittenberg, 6: p.452, fig.12; no deposited types known [valid as Encentrum striatum; name declinable]
Brachionus-striatus	Brachionus		striatus		Müller 1786	in Müller, O F, Animalcula infusoria fluviatilia et marina, quæ detexit, systematice descripsit et ad vivum delineari curavit: p.332, pl.47, figs.1-3; no deposited types known [type species of genus Notholca Gosse, 1886; valid as Notholca striata; name declinable]
Cephalodella-strigosa	Cephalodella		strigosa		Myers 1924	Transactions of the Wisconsin Academy of Sciences, Arts and Letters, 21: p.485, pl.29, fig.7; syntype: AMNH 464 (deteriorated) [valid as Cephalodella strigosa; name declinable]
